player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Anastasia-Faerlina,3/13/21,21:31:33,1615707093-4,[Cloak of the Golden Hive],21621,item:21621::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,,,5,true,Cloth,Back,,Anastasia-Faerlina
Anastasia-Faerlina,3/13/21,21:41:11,1615707671-5,[Amulet of Vek'nilash],21608,item:21608::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,3/13/21,22:07:12,1615709232-0,[Dark Storm Gauntlets],21585,item:21585::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Cloth,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,3/13/21,22:07:13,1615709233-1,[Gauntlets of Annihilation],21581,item:21581::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Plate,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,21:15:52,1616825752-0,[The Plague Bearer],22818,item:22818::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Patchwerk,9,533,40,,,5,true,Shields,Off Hand,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,21:21:16,1616826076-1,[Icy Scale Spaulders],22967,item:22967::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Grobbulus,9,533,40,,,5,true,Mail,Shoulder,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,21:23:37,1616826217-2,[Digested Hand of Power],22994,item:22994::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Gluth,9,533,40,,,5,true,Miscellaneous,Held In Off-hand,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,21:29:17,1616826557-3,[The Castigator],22808,item:22808::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Thaddius,9,533,40,,,5,true,One-Handed Maces,One-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,21:36:30,1616826990-4,[Cloak of the Scourge],23030,item:23030::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Noth the Plaguebringer,9,533,40,,,5,true,Cloth,Back,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,21:40:08,1616827208-5,[Icy Scale Coif],23033,item:23033::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Heigan the Unclean,9,533,40,,,5,true,Mail,Head,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,21:46:02,1616827562-6,[Ring of Spiritual Fervor],23037,item:23037::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Loatheb,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,21:52:06,1616827926-7,[Touch of Frost],22935,item:22935::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Anub'Rekhan,9,533,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,22:03:11,1616828591-8,[Malice Stone Pendant],22943,item:22943::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Grand Widow Faerlina,9,533,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,22:17:19,1616829439-9,[Arcane Armor],8283,item:8283::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Maexxna,9,533,40,,,5,true,Cloth,Chest,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,22:26:31,1616829991-10,[Wand of the Whispering Dead],23009,item:23009::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Instructor Razuvious,9,533,40,,,5,true,Wands,,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,22:36:18,1616830578-0,[The Soul Harvester's Bindings],23021,item:23021::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Gothik the Harvester,9,533,40,,,5,true,Cloth,Wrist,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,22:48:10,1616831290-1,[Warmth of Forgiveness],23027,item:23027::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,The Four Horsemen,9,533,40,,,5,true,Miscellaneous,Trinket,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,22:58:44,1616831924-3,[Slayer's Crest],23041,item:23041::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Sapphiron,9,533,40,,,5,true,Miscellaneous,Trinket,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,22:58:44,1616831924-2,[Sapphiron's Left Eye],23049,item:23049::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Sapphiron,9,533,40,,,5,true,Miscellaneous,Held In Off-hand,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,23:10:50,1616832650-4,[Ring of Redemption],23066,item:23066::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,23:10:50,1616832650-5,[The Hungering Cold],23577,item:23577::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,One-Handed Swords,One-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,23:10:51,1616832651-6,[Hammer of the Twisting Nether],23056,item:23056::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,One-Handed Maces,One-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,3/26/21,23:10:51,1616832651-7,[Ring of the Dreamwalker],23064,item:23064::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,5/07/21,22:45:33,1620459933-16,[Stormrage's Talisman of Seething],23053,item:23053::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,5/07/21,22:45:33,1620459933-17,[Shield of Condemnation],22819,item:22819::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Shields,Off Hand,,Anastasia-Faerlina
Anastasia-Faerlina,5/07/21,22:45:33,1620459933-18,[Plagueheart Ring],23063,item:23063::::::::60,Holding,nil,MAGE,Naxxramas-40 Player,Kel'Thuzad,9,533,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:08:56,1620540536-0,[Staff of the Qiraji Prophets],21128,item:21128::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Staves,Two-Hand,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:08:56,1620540536-1,[Breastplate of Annihilation],21814,item:21814::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Plate,Chest,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:09:36,1620540576-2,[Grand Legguards of the Whale],15194,item:15194::::::1058:228761088:60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,5,true,Leather,Legs,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:14:00,1620540840-3,[Gloves of Ebru],21689,item:21689::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,5,true,Leather,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:14:00,1620540840-4,[Cape of the Trinity],21697,item:21697::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,5,true,Cloth,Back,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:24:59,1620541499-5,[Idol of Health],22399,item:22399::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,,,5,true,Idols,Relic,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:28:52,1620541732-6,[Gloves of the Immortal],21888,item:21888::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,,,5,true,Cloth,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:30:48,1620541848-7,[Gloves of the Messiah],21619,item:21619::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,,,5,true,Cloth,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:32:38,1620541958-8,[Magnificent Breastplate of the Falcon],15669,item:15669::::::466:591282048:60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,,,5,true,Mail,Chest,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,21:39:11,1620542351-9,[Vek'lor's Gloves of Devastation],21599,item:21599::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,5,true,Mail,Hands,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,22:04:00,1620543840-1,[Mark of C'Thun],22732,item:22732::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Miscellaneous,Neck,,Anastasia-Faerlina
Anastasia-Faerlina,5/08/21,22:04:00,1620543840-0,[Ring of the Godslayer],21596,item:21596::::::::60,Holding,nil,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,5,true,Miscellaneous,Finger,,Anastasia-Faerlina
Asu-Faerlina,5/08/21,14:35:16,1620527716-19,[Qiraji Bindings of Command],20928,item:20928::::::::60,Soft Reserve,0,WARRIOR,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,|cffa335ee|Hitem:16961::::::::60:::::::|h[Pauldrons of Wrath]|h|r,|cffa335ee|Hitem:21688:911:::::::60:::::::|h[Boots of the Fallen Hero]|h|r,4,false,Quest,,,Warandy-Faerlina
Redfeild-Faerlina,5/08/21,14:32:56,1620527576-16,[Leggings of Immersion],21698,item:21698::::::::60,Pass,0,HUNTER,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,|cffa335ee|Hitem:16938:2586:::::::60:::::::|h[Dragonstalker's Legguards]|h|r,,PASS,false,Leather,Legs,,Warandy-Faerlina
Bluntius-Faerlina,5/08/21,14:33:34,1620527614-18,[Angelista's Touch],21695,item:21695::::::::60,Mainspec/Need,1,WARRIOR,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,|cffa335ee|Hitem:19384::::::::60:::11::::|h[Master Dragonslayer's Ring]|h|r,|cffa335ee|Hitem:19432::::::::60:::::::|h[Circle of Applied Force]|h|r,1,false,Miscellaneous,Finger,,Warandy-Faerlina
Donizetti-Faerlina,5/01/21,13:23:14,1619918594-0,[Bronze Scarab],20861,item:20861::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:23:25,1619918605-1,[Bronze Scarab],20861,item:20861::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:24:02,1619918642-2,[Stone Scarab],20858,item:20858::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:28:42,1619918922-0,[Crystal Scarab],20862,item:20862::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:30:24,1619919024-1,[Bronze Scarab],20861,item:20861::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:32:47,1619919167-2,[Clay Scarab],20863,item:20863::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:41:38,1619919698-3,[Gold Scarab],20859,item:20859::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:55:04,1619920504-4,[Silver Scarab],20860,item:20860::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:56:03,1619920563-5,[Gold Scarab],20859,item:20859::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:56:03,1619920563-6,[Pridelord Armor],14670,item:14670::::::::60,Disenchant,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,1,true,Leather,Chest,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:56:10,1619920570-7,[Ivory Scarab],20865,item:20865::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:59:08,1619920748-8,[Silver Scarab],20860,item:20860::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:59:31,1619920771-9,[Silver Scarab],20860,item:20860::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,13:59:34,1619920774-10,[Blasthorn Bow of Marksmanship],15288,item:15288::::::1711:994443008:60,Disenchant,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,1,true,Bows,Ranged,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,14:53:41,1619924021-0,[Clay Scarab],20863,item:20863::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,14:53:53,1619924033-1,[Clay Scarab],20863,item:20863::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/01/21,15:07:16,1619924836-3,[Gold Scarab],20859,item:20859::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,13:58:47,1620525527-2,[Clay Scarab],20863,item:20863::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:01:33,1620525693-3,[Crystal Scarab],20862,item:20862::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:01:36,1620525696-4,[Crystal Scarab],20862,item:20862::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:04:57,1620525897-5,[Stone Scarab],20858,item:20858::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:04:59,1620525899-6,[Bronze Scarab],20861,item:20861::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:05:01,1620525901-7,[Ivory Scarab],20865,item:20865::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:20:18,1620526818-8,[Bone Scarab],20864,item:20864::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:21:31,1620526891-9,[Stone Scarab],20858,item:20858::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:23:11,1620526991-10,[Bronze Scarab],20861,item:20861::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:23:13,1620526993-11,[Bronze Scarab],20861,item:20861::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:25:37,1620527137-12,[Stone Scarab],20858,item:20858::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,14:32:13,1620527533-14,[Beetle Scaled Wristguards],21708,item:21708::::::::60,Offspec/Greed,2,DRUID,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,|cffa335ee|Hitem:22495:2566:::::::60:::11::::|h[Dreamwalker Wristguards]|h|r,,3,false,Leather,Wrist,,Warandy-Faerlina
Donizetti-Faerlina,5/08/21,14:32:23,1620527543-15,[Gloves of Ebru],21689,item:21689::::::::60,Offspec/Greed,1,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,|cffa335ee|Hitem:22493:2617:::::::60:::11::::|h[Dreamwalker Handguards]|h|r,,3,false,Leather,Hands,,Warandy-Faerlina
Donizetti-Faerlina,5/08/21,15:15:32,1620530132-22,[Stone Scarab],20858,item:20858::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Donizetti-Faerlina,5/08/21,16:20:18,1620534018-3,[Silver Scarab],20860,item:20860::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,2,true,Quest,,,Donizetti-Faerlina
Oddvarr-Faerlina,5/08/21,15:54:19,1620532459-1,[Qiraji Execution Bracers],21602,item:21602::::::::60,Mainspec/Need,5,ROGUE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:16911:1885:::::::60:::::::|h[Bloodfang Bracers]|h|r,,1,false,Leather,Wrist,,Warandy-Faerlina
Codelf-Faerlina,5/01/21,15:04:11,1619924651-2,[Green Qiraji Resonating Crystal],21323,item:21323::::::::60,"Candidate is selecting response, please wait",0,HUNTER,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,WAIT,false,Junk,,,Codelf-Faerlina
Lolveggie-Faerlina,5/08/21,13:37:33,1620524253-0,[Green Qiraji Resonating Crystal],21323,item:21323::::::::60,Mainspec/Need,0,WARRIOR,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,1,false,Junk,,,Lolveggie-Faerlina
Arzus-Faerlina,5/08/21,14:35:44,1620527744-20,[Qiraji Bindings of Dominance],20932,item:20932::::::::60,Soft Reserve,1,WARLOCK,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,|cffa335ee|Hitem:21335:2605:::::::60:::11::::|h[Doomcaller's Mantle]|h|r,|cff0070dd|Hitem:19684:911:::::::60:::::::|h[Bloodvine Boots]|h|r,4,false,Quest,,,Warandy-Faerlina
Arzus-Faerlina,5/08/21,15:57:47,1620532667-2,[Amulet of Vek'nilash],21608,item:21608::::::::60,Mainspec/Need,5,WARLOCK,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cff0070dd|Hitem:18340::::::::60:::1::::|h[Eidolon Talisman]|h|r,,1,false,Miscellaneous,Neck,,Warandy-Faerlina
Foxyman-Faerlina,5/08/21,13:42:58,1620524578-1,[Green Qiraji Resonating Crystal],21323,item:21323::::::::60,Mainspec/Need,0,MAGE,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,,,1,false,Junk,,,Foxyman-Faerlina
Drunkmage-Faerlina,5/08/21,14:33:22,1620527602-17,[Leggings of the Festering Swarm],21676,item:21676::::::::60,Soft Reserve,1,MAGE,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,|cffa335ee|Hitem:16915:2588:::::::60:::::::|h[Netherwind Pants]|h|r,,4,false,Cloth,Legs,,Warandy-Faerlina
Mancaliss-Faerlina,5/08/21,14:37:33,1620527853-21,[Badge of the Swarmguard],21670,item:21670::::::::60,Soft Reserve,0,HUNTER,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,|cffa335ee|Hitem:19949::::::::60:::11::::|h[Zandalarian Hero Medallion]|h|r,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,4,false,Miscellaneous,Trinket,,Warandy-Faerlina
Dretanky-Faerlina,5/08/21,14:31:57,1620527517-13,[Cloak of the Golden Hive],21621,item:21621::::::::60,Mainspec/Need,0,WARRIOR,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,|cffa335ee|Hitem:21456::::::::60:::::::|h[Sandstorm Cloak]|h|r,,1,false,Cloth,Back,,Warandy-Faerlina
Edelweíss-Faerlina,5/08/21,15:53:21,1620532401-0,[Vek'lor's Diadem],20930,item:20930::::::::60,Soft Reserve,1,PALADIN,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:21663:928:::::::60:::::::|h[Robes of the Guardian Saint]|h|r,,4,false,Quest,,,Warandy-Faerlina

